EventID,EventDate,X,Y,Z,ZoneID,PlumeID,SuperPlume,spatialdist
091606-2018,4/30/2018 0:00:00,2532476.02268752,6998778.8242956,119,48700,54276,2210,561.2581987000959
094698-2018,5/4/2018 0:00:00,2533125.45478761,6999343.03674985,123,48912,54276,2210,554.3774671381606
112432-2018,5/25/2018 0:00:00,2534069.30362169,6998821.44986652,144,48846,54276,2210,548.2248184470367
090033-2018,4/29/2018 0:00:00,2532040.38215461,6998655.43051352,118,48660,54276,2210,565.9025787298343
068589-2018,4/2/2018 0:00:00,2532175.12105836,6998496.30681603,91,48514,54276,2210,544.1459348674459
099650-2018,5/11/2018 0:00:00,2532415.38698202,6998497.33338878,130,48591,54276,2210,559.7926509684564
099719-2018,5/10/2018 0:00:00,2532682.129558769,6998265.49034852,129,48482,54276,2210,555.8489731679633
105242-2018,5/18/2018 0:00:00,2533021.69974577,6999507.22211702,137,49000,54276,2210,554.1635651096136
114234-2018,5/25/2018 0:00:00,2533280.54863752,6999508.335303769,144,49006,54276,2210,555.0149915399834
120752-2018,6/4/2018 0:00:00,2533943.11030452,6998889.16626652,154,48918,54276,2210,548.7450829639502
120028-2018,6/2/2018 0:00:00,2533901.47423294,6998522.37927043,152,48775,54276,2210,542.391324832906
119736-2018,6/3/2018 0:00:00,2533971.36779395,6998415.01465577,153,48741,54276,2210,545.446153629078
107898-2018,5/20/2018 0:00:00,2531986.15358853,6998195.7526271,139,48362,54276,2210,544.6049267683517
104579-2018,5/16/2018 0:00:00,2531986.15358853,6998195.7526271,135,48362,54276,2210,544.6049267683517
119177-2018,6/3/2018 0:00:00,2532415.89846395,6998369.37432711,153,48540,54276,2210,561.953753124487
124361-2018,6/8/2018 0:00:00,2532718.82732002,6998370.84971786,158,48540,54276,2210,561.953753124487
119135-2018,6/2/2018 0:00:00,2532113.74585302,6998496.200188929,152,48514,54276,2210,544.1459348674459
110522-2018,5/23/2018 0:00:00,2532105.624150109,6998058.78144436,142,48298,54276,2210,562.961133567652
128393-2018,6/14/2018 0:00:00,2533280.54863752,6999508.335303769,164,49006,54276,2210,555.0149915399834
099028-2018,5/9/2018 0:00:00,2532900.48640552,7000000.22605227,128,49187,54276,2210,281.21419423225734
109598-2018,5/23/2018 0:00:00,2533758.66185452,6998017.6860541,142,48428,54276,2210,549.2383661205905
129410-2018,6/15/2018 0:00:00,2533758.66185452,6998017.6860541,165,48428,54276,2210,549.2383661205905
131656-2018,6/17/2018 0:00:00,2532766.87085912,6998081.05731843,167,48299,54276,2210,541.9391803212292
126980-2018,6/11/2018 0:00:00,2532954.49023,6998202.00622,161,48482,54276,2210,555.8489731679633
137719-2018,6/22/2018 0:00:00,2531860.81952161,6998189.2526401,172,48358,54276,2210,540.2183211993281
084176-2018,4/21/2018 0:00:00,2531294.75897394,6997739.1275561,110,48151,54276,2210,564.2280956935571
154615-2018,7/15/2018 0:00:00,2531789.33967769,6998371.0747830095,195,48445,54276,2210,535.9762353607454
116438-2018,5/30/2018 0:00:00,2534190.59406152,6997470.58183335,149,48033,54276,2210,548.0597144318659
140449-2018,6/27/2018 0:00:00,2533977.69028786,6997385.55870944,177,48093,54276,2210,543.0364289411688
140541-2018,6/27/2018 0:00:00,2533977.69028786,6997385.55870944,177,48093,54276,2210,543.0364289411688
140558-2018,6/2/2018 0:00:00,2534126.23198552,6997167.44333202,152,47907,54276,2210,543.5110504074869
098777-2018,5/10/2018 0:00:00,2533809.39370844,6996773.68362086,129,47764,54276,2210,541.2990163576401
095731-2018,5/5/2018 0:00:00,2533658.01376186,6997003.39641602,124,47815,54276,2210,549.1416965624177
119138-2018,6/2/2018 0:00:00,2533356.2144966894,6996996.6526631,152,47815,54276,2210,549.1416965624177
119309-2018,6/2/2018 0:00:00,2533536.2318531894,6997000.28913876,152,47815,54276,2210,549.1416965624177
120126-2018,6/2/2018 0:00:00,2533540.7282352694,6996845.76746619,152,47758,54276,2210,545.7575550892595
095709-2018,5/6/2018 0:00:00,2532855.47829,6996845.22022,125,47771,54276,2210,537.8033056284253
095742-2018,5/5/2018 0:00:00,2533008.21092761,6997273.47428794,124,47973,54276,2210,557.2051705770044
107986-2018,5/21/2018 0:00:00,2532725.74298862,6996846.17789844,140,47747,54276,2210,541.6142391210126
106374-2018,5/19/2018 0:00:00,2532740.90535986,6996990.15694119,138,47934,54276,2210,548.9834184593446
120139-2018,6/4/2018 0:00:00,2532830.6092487,6997271.7820341,154,47973,54276,2210,557.2051705770044
120787-2018,6/4/2018 0:00:00,2532643.21067336,6996845.48925152,154,47747,54276,2210,541.6142391210126
163035-2018,4/25/2018 0:00:00,2531853.06987,6997106.35356,114,47926,54276,2210,267.11713103970413
108185-2018,5/20/2018 0:00:00,2531853.07019328,6997106.35355918,139,47926,54276,2210,267.11713103970413
106365-2018,5/18/2018 0:00:00,2532029.69779278,6996644.16944419,137,47643,54276,2210,543.2756062854093
084929-2018,4/22/2018 0:00:00,2531853.07019328,6997106.35355918,111,47926,54276,2210,267.11713103970413
065985-2018,3/29/2018 0:00:00,2531853.07019328,6997106.35355918,87,47926,54276,2210,267.11713103970413
065219-2018,3/28/2018 0:00:00,2531853.07019328,6997106.35355918,86,47926,54276,2210,267.11713103970413
084692-2018,4/22/2018 0:00:00,2531853.07019328,6997106.35355918,111,47926,54276,2210,267.11713103970413
106966-2018,5/19/2018 0:00:00,2531790.472877529,6997411.23090218,138,48005,54276,2210,545.5126390351595
124508-2018,4/24/2018 0:00:00,2531946.87774844,6996642.7573735295,113,47643,54276,2210,543.2756062854093
073462-2018,4/8/2018 0:00:00,2531667.14242,6997010.32586,97,47838,54276,2210,257.02272201507685
082601-2018,4/19/2018 0:00:00,2531656.98561169,6997010.94889435,108,47838,54276,2210,257.02272201507685
103959-2018,5/16/2018 0:00:00,2531750.48378427,6996929.98580168,135,47926,54276,2210,267.11713103970413
117207-2018,6/1/2018 0:00:00,2531750.48378427,6996929.98580168,151,47926,54276,2210,267.11713103970413
116397-2018,5/31/2018 0:00:00,2531740.26464,6996950.67966,150,47926,54276,2210,267.11713103970413
061503-2018,3/23/2018 0:00:00,2531853.07019328,6997106.35355918,81,47926,54276,2210,267.11713103970413
047194-2018,3/1/2018 0:00:00,2531853.17517994,6997552.71946435,59,48082,54276,2210,546.0273631135507
043579-2018,2/28/2018 0:00:00,2531869.07311,6997412.03996,58,48005,54276,2210,545.5126390351595
065233-2018,3/28/2018 0:00:00,2531750.48378427,6996929.98580168,86,47926,54276,2210,267.11713103970413
089283-2018,4/16/2018 0:00:00,2531763.65305,6996160.59856,105,47501,54276,2210,253.32521557406017
143501-2018,7/2/2018 0:00:00,2531750.48378427,6996929.98580168,182,47926,54276,2210,267.11713103970413
145685-2018,7/4/2018 0:00:00,2531667.14242,6997010.32586,184,47838,54276,2210,257.02272201507685
041867-2018,2/27/2018 0:00:00,2531750.48378427,6996929.98580168,57,47926,54276,2210,267.11713103970413
161386-2018,7/23/2018 0:00:00,2531946.87774844,6996642.7573735295,203,47643,54276,2210,543.2756062854093
168498-2018,8/1/2018 0:00:00,2531853.06987,6997106.35356,212,47926,54276,2210,267.11713103970413
161719-2018,7/24/2018 0:00:00,2531853.07019328,6997106.35355918,204,47926,54276,2210,267.11713103970413
155519-2018,7/12/2018 0:00:00,2531401.35324894,6997425.3279868495,192,48002,54276,2210,563.8519736669264
145156-2018,7/4/2018 0:00:00,2531751.03496428,6996741.55573235,184,47926,54276,2210,267.11713103970413
179580-2018,8/14/2018 0:00:00,2531740.26464,6996950.67966,225,47926,54276,2210,267.11713103970413
169015-2018,8/2/2018 0:00:00,2531853.07019328,6997106.35355918,213,47926,54276,2210,267.11713103970413
169059-2018,8/2/2018 0:00:00,2531853.07019328,6997106.35355918,213,47926,54276,2210,267.11713103970413
191300-2018,8/29/2018 0:00:00,2531656.98561169,6997010.94889435,240,47838,54276,2210,257.02272201507685
005488-2019,8/1/2018 0:00:00,2532184.11382252,6997553.544593928,212,48082,54276,2210,546.0273631135507
203956-2018,9/14/2018 0:00:00,2531750.48378427,6996929.98580168,256,47926,54276,2210,267.11713103970413
200904-2018,9/10/2018 0:00:00,2531750.48378427,6996929.98580168,252,47926,54276,2210,267.11713103970413
201659-2018,9/11/2018 0:00:00,2531853.06987,6997106.35356,253,47926,54276,2210,267.11713103970413
195499-2018,9/3/2018 0:00:00,2531853.07019328,6997106.35355918,245,47926,54276,2210,267.11713103970413
212258-2018,9/24/2018 0:00:00,2531853.07019328,6997106.35355918,266,47926,54276,2210,267.11713103970413
217787-2018,10/2/2018 0:00:00,2531656.98561169,6997010.94889435,274,47838,54276,2210,257.02272201507685
224750-2018,10/12/2018 0:00:00,2531853.07019328,6997106.35355918,284,47926,54276,2210,267.11713103970413
233397-2018,10/25/2018 0:00:00,2531853.07019328,6997106.35355918,297,47926,54276,2210,267.11713103970413
230984-2018,10/21/2018 0:00:00,2531305.23565903,6996733.47175902,293,47677,54276,2210,542.9158332179737
233003-2018,10/24/2018 0:00:00,2531531.82313237,6997427.53828427,296,48002,54276,2210,563.8519736669264
243187-2018,11/8/2018 0:00:00,2531750.48378427,6996929.98580168,311,47926,54276,2210,267.11713103970413
247981-2018,11/16/2018 0:00:00,2531656.971504109,6996873.08204411,319,47722,54276,2210,533.9478599486082
253153-2018,11/24/2018 0:00:00,2531531.82313237,6997427.53828427,327,48002,54276,2210,563.8519736669264
244023-2018,11/10/2018 0:00:00,2531732.8968772,6997945.35614628,313,48225,54276,2210,567.5822498299407
265274-2018,12/11/2018 0:00:00,2531750.43850878,6996945.43983902,344,47926,54276,2210,267.11713103970413
270723-2018,12/19/2018 0:00:00,2531656.98561169,6997010.94889435,352,47838,54276,2210,257.02272201507685
236964-2018,10/29/2018 0:00:00,2532236.26135603,6998051.42122285,301,48298,54276,2210,562.961133567652
258274-2018,11/30/2018 0:00:00,2531786.77406603,6998193.24344577,333,48358,54276,2210,540.2183211993281
241342-2018,11/6/2018 0:00:00,2532046.28667036,6998195.7821546,309,48362,54276,2210,544.6049267683517
006162-2019,1/10/2019 0:00:00,2531750.48378427,6996929.98580168,374,47926,54276,2210,267.11713103970413
011069-2019,1/16/2019 0:00:00,2531853.07019328,6997106.35355918,380,47926,54276,2210,267.11713103970413
011076-2019,1/15/2019 0:00:00,2531853.07019328,6997106.35355918,379,47926,54276,2210,267.11713103970413
277550-2018,12/28/2018 0:00:00,2531853.07019328,6997106.35355918,361,47926,54276,2210,267.11713103970413
241965-2018,11/6/2018 0:00:00,2532731.89127028,6997915.25548469,309,48295,54276,2210,551.1958425082277
229322-2018,10/18/2018 0:00:00,2532100.2780322,6998655.3265111,290,48660,54276,2210,565.9025787298343
012786-2019,1/19/2019 0:00:00,2531853.07,6997106.35348,383,47926,54276,2210,267.11713103970413
233466-2018,10/24/2018 0:00:00,2532405.9880507,6998936.50508261,296,48748,54276,2210,551.2284159008512
031134-2019,2/15/2019 0:00:00,2531853.07019328,6997106.35355918,410,47926,54276,2210,267.11713103970413
035919-2019,2/21/2019 0:00:00,2531656.95247528,6996740.82574694,416,47722,54276,2210,533.9478599486082
023722-2019,2/2/2019 0:00:00,2531855.64433511,6996182.70481594,397,47501,54276,2210,253.32521557406017
039039-2019,2/26/2019 0:00:00,2531667.14203,6997010.32523,421,47838,54276,2210,257.02272201507685
038025-2019,2/24/2019 0:00:00,2531590.63699111,6997011.02369735,419,47838,54276,2210,257.02272201507685
037042-2019,2/23/2019 0:00:00,2531656.98561169,6997010.94889435,418,47838,54276,2210,257.02272201507685
236250-2018,10/29/2018 0:00:00,2532705.54158545,6999341.82284153,301,48912,54276,2210,554.3774671381606
245304-2018,11/11/2018 0:00:00,2532224.1987161,6999340.33596785,314,48908,54276,2210,543.2934753613813
045125-2019,3/6/2019 0:00:00,2531656.98561169,6997010.94889435,429,47838,54276,2210,257.02272201507685
008808-2019,1/13/2019 0:00:00,2531982.90457928,6995732.67257951,377,47304,54276,2210,546.0820178851394
019775-2019,1/28/2019 0:00:00,2532169.981304849,6996016.27437451,392,47344,54276,2210,536.3824838271696
245745-2018,11/5/2018 0:00:00,2532826.84875752,6999839.32512735,308,49187,54276,2210,281.21419423225734
253333-2018,11/24/2018 0:00:00,2531998.07055944,6999504.69521919,327,49000,54276,2210,554.1635651096136
064707-2019,4/2/2019 0:00:00,2531853.07019328,6997106.35355918,456,47926,54276,2210,267.11713103970413
065784-2019,4/3/2019 0:00:00,2531742.58911502,6996716.1729091,457,47638,54276,2210,535.5552140266811
249809-2018,11/17/2018 0:00:00,2532946.31078894,6999342.47277461,320,48912,54276,2210,554.3774671381606
055087-2019,3/18/2019 0:00:00,2531992.12437712,6996293.20197026,441,47528,54276,2210,545.2201501363529
246752-2018,11/13/2018 0:00:00,2533368.44216253,6999212.53044918,316,48909,54276,2210,557.7707561074075
074345-2019,4/14/2019 0:00:00,2531992.5443237694,6995829.95945844,468,47304,54276,2210,546.0820178851394
064678-2019,4/2/2019 0:00:00,2531983.54862,6995545.85555,456,47189,54276,2210,546.920407940027
086849-2019,5/1/2019 0:00:00,2531855.64433511,6996182.70481594,485,47501,54276,2210,253.32521557406017
064926-2019,4/2/2019 0:00:00,2531993.369781449,6995107.63938077,456,46915,54276,2210,245.5467300910476
246348-2019,11/28/2019 0:00:00,2532964.32682903,6997583.1849546,696,48225,54294,2210,567.5822498299407
207551-2019,10/11/2019 0:00:00,2532855.4786215294,6996845.22120744,648,47771,54294,2210,537.8033056284253
189278-2019,9/17/2019 0:00:00,2532370.0790017694,6996845.34325443,624,47747,54294,2210,541.6142391210126
202848-2019,10/4/2019 0:00:00,2533079.1067832,6996613.22593652,641,47652,54294,2210,544.771093019237
199169-2019,9/29/2019 0:00:00,2533219.15210678,6996775.94280268,636,47697,54294,2210,543.1112890575997
217006-2019,10/26/2019 0:00:00,2532830.60859,6997271.78138,663,47973,54294,2210,557.2051705770044
207518-2019,10/11/2019 0:00:00,2533315.37238678,6996840.62213527,648,47758,54294,2210,545.7575550892595
193834-2019,9/22/2019 0:00:00,2531946.87774844,6996642.7573735295,629,47643,54294,2210,543.2756062854093
205975-2019,10/9/2019 0:00:00,2532029.69779278,6996644.16944419,646,47643,54294,2210,543.2756062854093
214169-2019,10/21/2019 0:00:00,2533540.7282352694,6996845.76746619,658,47758,54294,2210,545.7575550892595
182960-2019,9/8/2019 0:00:00,2533067.732462109,6997274.04744951,615,47973,54294,2210,557.2051705770044
805363-2019,11/6/2019 0:00:00,2533191.650849449,6996333.07787476,674,47539,54294,2210,546.6705760361447
210479-2019,10/16/2019 0:00:00,2531740.26515,6996950.68023,653,47926,54294,2210,267.11713103970413
174536-2019,8/27/2019 0:00:00,2531853.07019328,6997106.35355918,603,47926,54294,2210,267.11713103970413
194912-2019,9/25/2019 0:00:00,2531656.98561169,6997010.94889435,632,47838,54294,2210,257.02272201507685
228128-2019,11/5/2019 0:00:00,2531853.07019328,6997106.35355918,673,47926,54294,2210,267.11713103970413
220065-2019,10/30/2019 0:00:00,2531853.07019328,6997106.35355918,667,47926,54294,2210,267.11713103970413
180117-2019,9/3/2019 0:00:00,2533228.12485786,6997445.38864227,610,48014,54294,2210,547.5029081396892
162814-2019,8/12/2019 0:00:00,2533056.25741944,6996992.86461294,588,47815,54294,2210,549.1416965624177
229581-2019,11/13/2019 0:00:00,2533308.60173103,6996245.87496519,681,47507,54294,2210,549.4950283467721
250182-2019,11/28/2019 0:00:00,2533157.13320194,6996542.23657718,696,47588,54294,2210,534.1091859346449
192535-2019,9/22/2019 0:00:00,2531336.38323453,6997424.22004944,629,48002,54294,2210,563.8519736669264
234633-2019,11/21/2019 0:00:00,2531656.98561169,6997010.94889435,689,47838,54294,2210,257.02272201507685
229044-2019,11/12/2019 0:00:00,2533743.71011278,6996221.1738991,680,47441,54294,2210,536.1811711159534
240531-2019,11/29/2019 0:00:00,2533801.29759602,6996045.59911902,697,47313,54294,2210,539.3144454396855
245624-2019,12/6/2019 0:00:00,2532855.4786215294,6996845.22120744,704,47771,54294,2210,537.8033056284253
803827-2019,10/3/2019 0:00:00,2531296.06048052,6997565.3050691,640,48075,54294,2210,545.4081821271909
185744-2019,9/12/2019 0:00:00,2531057.5950782,6997210.67552902,619,47919,54294,2210,556.6580965413793
227009-2019,11/9/2019 0:00:00,2531236.48514035,6997299.576269849,677,47919,54294,2210,556.6580965413793
230178-2019,11/14/2019 0:00:00,2531750.48378427,6996929.98580168,682,47926,54294,2210,267.11713103970413
248380-2019,12/11/2019 0:00:00,2531667.14242,6997010.32586,709,47838,54294,2210,257.02272201507685
157336-2019,8/3/2019 0:00:00,2533176.25357053,6996993.836723849,579,47815,54294,2210,549.1416965624177
172903-2019,8/25/2019 0:00:00,2530725.43530944,6997413.84900719,601,48002,54294,2210,563.8519736669264
201085-2019,10/2/2019 0:00:00,2530626.96995519,6997553.35725835,639,48068,54294,2210,549.937482708403
010709-2020,1/15/2020 0:00:00,2533177.19845052,6996110.50712569,744,47507,54294,2210,549.4950283467721
008898-2020,1/13/2020 0:00:00,2532913.29385,6995842.02387,742,47507,54294,2210,549.4950283467721
010999-2020,1/10/2020 0:00:00,2532725.74167627,6996846.17757036,739,47747,54294,2210,541.6142391210126
214628-2019,10/22/2019 0:00:00,2530380.75817728,6997724.22502685,659,48151,54294,2210,564.2280956935571
803574-2019,9/26/2019 0:00:00,2530193.4586831,6998175.85634144,633,48357,54294,2210,563.50147607341
200401-2019,9/30/2019 0:00:00,2529839.6267136,6998494.42460194,637,48655,54294,2210,546.338902122323
183452-2019,9/9/2019 0:00:00,2529353.5492737,6998661.6237426,616,48566,54294,2210,545.7693709570474
174672-2019,8/27/2019 0:00:00,2529625.94702286,6998663.53384377,603,48567,54294,2210,540.2512694951207
